essay,didn't really eat lunch,hyper,cried,migraine aura: excessive yawning,finances,sleepy,saw friends,used cefaly,Standing,planning,deadline,Naproxen,migraine: drowsy couldn't focus eyes while driving,had PT,very painful,cold,Attended long ceremony,horny,ate breakfast,saw samantha,skipped strattera,smoothie,low food,partly sunny,expectations,Doctors appt downtown,Dinner out,had pelvic PT,parents,tidying lab,Exausted,work + times square,homework,no lunch,coffee,Mt. Si ACDC 2x Coco Caps,sitting,Weighted Blanket,sunny,High Pain,back home,aggitated,out of the house,didn't sleep,Company for dinner,Relpax,ramen,worked out,anxiety attack,nausea,Charlotte,Flexeril,lifted weights,Out of plaquenil,bad sleep,perked up around sunset,Sad,12K Steps,negative self-talk,Chest CT scan,tiny breakfast,comfort eating,sedentary,had therapy,craving sugar,Went to work,up til dawn,skipped ADD meds,work,restless,saw doctor,tired,No sleep,tea,date night,overheated,Dogs,dining room,cloudy,fast food,garden work,active early,cooked dinner,took a bath ,stuffy nose,temeraire,socialized,driving,gardened,late to work,lunch with sally,strange day,studying,cereal and milk,Coaching Session Yesterday,Drinking,spacy,social justice,lethargic,low appetite,burnout warning,lunch with sue,Slept well,Tetralabs Gold Caps CBN,Off work,Writing a paper,partially sunny,Superlong nap,went shopping,Equilibrant,didn't leave the house,Cleaned house,listen to music ,dinner with kate,grapes,mmj,taught sunday school,ants!!,impulsive,up late,Shannons ceremony,masturbated,Sore muscles,Infodump,cried a lot,flare,Thyroid-Pro,studied,Thermoformer arrived,alcohol,solo shift,putty,stressed,meal replacement shake,cool weather,Tolterodine,extremely hot weather,massage,long drive,In bed all day,Elder Carr,pretty good day,Field work,home ward,went outside,period,exercise,mild headache,had sex,good Abby,church,not too hot,not forgetful,warm weather,blended EOs,napped,low money,heat wave,deadlines,Sun exposure,Worked overtime,Rested,Houseguest,dairy,no coffee,slept late,banana,painful,happy,Did cardio,had coffee,gluten,visiting teachers,ate eggs,Headache AM,Bloated,infusion,foccacia,sore,slept in,Councillor,bunny cuddles,worked,tumblr,Tummy Tamers,Quell Unit,christmas eve,Jen here tomorrow,shower,GI discomfort,classes,long sleep,felt sick,med change,woke up early,lots of standing,chore day,Triamcinolone,Ballet,still sore form osteo,Horrible taste in mouth,thirsty,tapering off gabapentin this week,exhausted,rude internet,woke easily,registrar's letter,in the sun,Drank coffee,day off,sas,abby accidents,vivid dreams,hot bath w epsom salt,ate kimchi,migraine aura: sparkling wigglies,Party,breakfast,withdrawal,visited dispensary,Driving,boxing day,Unmotivated,rainy,junk food,not enough sleep ,Saw John,cooked breakfast,allergies,screenings,Cleaned,diarrhea,emergency cat vet trip,up before alarm,uac meetings,hot,Glucerna shake,couldn't keep track of time,sick,ate dairy,Tetralabs Gold Caps,meditated,feet tingly,low mood,pain,energetic,Bad sleep,Cefaly Unit,class,ran errands,treated myself ,art class,clean clothes,exercised,up too late,visitors,no breakfast,weekend,ate lunch,hot weather,no work,Azathioprine,executive dysfunction,bath with epsom salt,swept floor,didn't eat breakfast,went grocery shopping,physical activity,good sleep,walked,got hair colored,migraine,wee to QE,pineapple,symptom free,very hot weather
0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,0.0,,,,,,2.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,,0.0,,,,
0.0,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,0.0,,,,,,2.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.460070462532,2.0,2.0,0.0,,,,0.0,,,,,,0.0,0.0,,,2.0,0.742947338219,0.0,0.0,,,0.831318667067,0.0,,,0.0,2.0,,,2.0,,2.0,0.0,2.0,,0.0,0.0156691176872,,,,,0.0,,,,,2.0,0.764425610856,,2.0,,,,0.421141240259,,,2.0,,2.0,2.0,0.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,,2.0,0.0,0.0,,,0.0,0.507900662658,0.0,2.0,0.0,0.0,,,1.10441978963,,0.0,,0.0,,,,0.0,2.0,0.421141240259,,0.0693051473867,2.0,,,,2.0,,,0.0,2.0,,,1.99782080167,,2.0,0.77055339884,,2.0,,2.0,2.0,2.0,,2.0,,,0.0,0.0,,0.0,,,,,0.742947338219,,0.0,,,0.0,,,,,0.0,,,,,2.0,,,,0.0,0.0,2.0,0.00860933500323,0.0,,0.0,,,,,,1.14170694016,2.0,0.0,2.0,1.63018732827,0.0,,,1.14170694016,,,,,2.0,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,2.0,,,,,2.0,,1.18175140224,0.0,0.77055339884,0.77055339884,,0.0,2.0,2.0,,,0.0,0.0,,,0.0,0.00860933500323,2.0,,,,0.0,2.0,,,,0.421141240259,,,0.0,,2.0,0.0,,0.0,,2.0,,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,0.0,0.0,5.78179998273e-05,0.0,0.0,,,0.77055339884,0.0,,,0.0,0.0
,0.0,2.0,2.0,0.0,,,,0.0,,,,,0.0,,,,,,0.0,0.0,0.0,,,2.0,,,,0.0,,,,2.0,,2.0,0.0,2.0,,,0.0,,,,,0.0,,,,,2.0,2.0,,2.0,,,,0.0,,,2.0,,2.0,2.0,0.0,0.0,,,2.0,0.0,,,2.0,0.0,,2.0,0.0,,,,,0.0,0.0,2.0,0.0,,,,2.0,,0.0,,0.0,,,,,,0.0,,0.0,2.0,,,,2.0,,,,,,,2.0,,,0.0,,2.0,,2.0,2.0,2.0,,2.0,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,,0.0,,,,,,2.0,2.0,0.0,,2.0,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,2.0,,,,,,,2.0,0.0,0.0,0.0,,,2.0,2.0,,,,0.0,,,,0.0,2.0,,,,0.0,2.0,,,,0.0,,,0.0,,,0.0,,0.0,,2.0,,0.0,,,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0
,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,2.0,2.0,,,,,0.0,0.0,,,,2.0,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,2.0,,,,0.0,,,0.0,,,,,,,,0.0,2.0,0.0,,0.0,,,,,,,,0.0,2.0,,,2.0,,2.0,2.0,,,,,,,,,,,,0.0,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,2.0,,,,,,,0.0,,,,,,,,,0.0,,,2.0,0.0,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,2.0,,0.0,,2.0,2.0,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,0.0,,,2.0,,,,0.0,
0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,2.0,0.00441517681693,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,2.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,2.0,,,0.0,,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,,,,,2.85561244365e-05,0.0,,0.0,,,,
,,,,,,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,2.0,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
,2.0,,,2.0,,,,2.0,,,,,2.0,,2.0,,,,0.0,,,,,2.0,2.0,,,,0.0,,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,2.0,,,2.0,0.0,,,,2.0,,,2.0,,,,,,,,2.0,0.0,2.0,,2.0,,,,,,,,2.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,2.0,,2.0,,,,,0.0,,,,,,,,,,2.0,,,,,0.0,,,,,,,2.0,,,,,,,,,2.0,,,0.0,2.0,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,0.0,,2.0,,0.0,0.0,,2.0,,,,,2.0,,,,2.0,2.0,,,,,,,,,,2.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,2.0,,,0.0,,,,2.0,
,1.67463624099,2.0,2.0,0.742947338219,,,,0.742947338219,2.0,,,,0.742947338219,0.0,2.0,2.0,2.0,0.0,,0.0,0.0,0.0,,1.90918955395,2.0,,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,0.0,2.0,,2.0,0.917381199705,2.0,,2.0,2.0,0.0,2.0,,,,2.0,1.87864439443,,2.0,,0.0,2.0,1.6392301417,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.495319542677,0.0,2.0,0.0,2.0,2.0,,1.98795578833,,0.0,,0.0,2.0,,,2.0,0.0,1.6392301417,,1.11426721202,2.0,,2.0,0.0,2.0,,,2.0,0.0,,,1.19272748838,2.0,1.6298420774,0.000405017166555,,2.0,,2.0,2.0,2.0,2.0,2.0,,,0.0,2.0,,2.0,2.0,,,,0.0,,0.0,,,0.0,,2.0,,2.0,2.0,,0.0,0.0,2.0,0.0,,,,0.0,0.0,2.0,0.618623025079,0.0,,0.0,,2.0,,,2.0,1.80679545904,2.0,0.0,0.0,1.70821600134,0.00132386982147,,,1.99307129265,,,,,0.0,,0.0,0.0,2.0,,,,2.0,,2.0,2.0,,,,,,2.0,2.0,2.0,0.0,,2.0,2.0,,2.0,2.0,1.65987607892,,2.0,,,,0.0,0.0,,1.99702125782,0.0,0.000405017166555,0.000405017166555,,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.618623025079,2.0,,2.0,,0.0,2.0,,,,1.6392301417,0.0,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.732570275495,0.0,2.0,1.48088764493,0.078176493201,0.000405017166555,0.0,,,2.0,0.0
